GradeID,StudentID,CourseID,AssignmentType,Score,Date
420,1294,COURSE24,Quiz,66.0,2020-02-18 00:00:00
421,1414,COURSE46,Quiz,69.0,2023-11-21 00:00:00
422,1233,COURSE18,Assignment,68.0,2024-08-03 00:00:00
423,1485,COURSE3,Final Exam,92.0,2022-09-10 00:00:00
424,1038,COURSE13,Midterm,95.0,2024-02-27 00:00:00
425,1358,COURSE26,Assignment,98.0,2023-03-24 00:00:00
426,1468,COURSE4,Assignment,79.0,2022-08-15 00:00:00
427,1055,COURSE37,Quiz,66.0,2021-01-18 00:00:00
428,1003,COURSE27,Assignment,94.0,2024-09-17 00:00:00
429,1333,COURSE5,Assignment,85.0,2020-10-21 00:00:00
430,1286,COURSE29,Assignment,69.0,2022-01-26 00:00:00
431,1438,COURSE1,Final Exam,100.0,2023-02-04 00:00:00
432,1370,COURSE42,Quiz,97.0,2023-08-15 00:00:00
433,1292,COURSE8,Quiz,63.0,2020-07-18 00:00:00
434,1245,COURSE8,Final Exam,91.0,2023-07-01 00:00:00
435,1049,COURSE22,Midterm,81.0,2023-08-12 00:00:00
436,1165,COURSE21,Final Exam,84.0,2024-08-04 00:00:00
437,1415,COURSE1,Midterm,97.0,2023-06-05 00:00:00
438,1111,COURSE50,Assignment,77.0,2024-02-16 00:00:00
439,1056,COURSE6,Midterm,60.0,2020-06-25 00:00:00
440,1107,COURSE6,Midterm,69.0,2022-08-06 00:00:00
441,1341,COURSE17,Assignment,88.0,2022-09-15 00:00:00
442,1031,COURSE30,Assignment,66.0,2024-05-18 00:00:00
443,1032,COURSE49,Assignment,77.0,2021-04-29 00:00:00
444,1043,COURSE2,Quiz,81.0,2021-08-07 00:00:00
445,1013,COURSE39,Midterm,71.0,2020-07-23 00:00:00
446,1107,COURSE6,Final Exam,89.0,2024-03-17 00:00:00
447,1266,COURSE14,Midterm,67.0,2023-07-16 00:00:00
448,1494,COURSE9,Midterm,85.0,2023-10-13 00:00:00
449,1148,COURSE28,Final Exam,79.0,2020-04-10 00:00:00
450,1407,COURSE45,Assignment,82.0,2021-07-06 00:00:00
451,1251,COURSE7,Midterm,70.0,2023-01-16 00:00:00
452,1090,COURSE50,Midterm,75.0,2023-10-15 00:00:00
453,1402,COURSE42,Assignment,96.0,2023-09-24 00:00:00
454,1145,COURSE48,Midterm,65.0,2020-09-06 00:00:00
455,1192,COURSE5,Assignment,80.0,2020-08-04 00:00:00
456,1182,COURSE22,Quiz,67.0,2022-04-01 00:00:00
457,1248,COURSE27,Quiz,60.0,2020-06-09 00:00:00
458,1058,COURSE12,Final Exam,100.0,2020-03-23 00:00:00
459,1095,COURSE41,Quiz,92.0,2021-09-01 00:00:00
460,1140,COURSE29,Midterm,90.0,2020-04-15 00:00:00
461,1002,COURSE1,Midterm,74.0,2023-11-30 00:00:00
462,1142,COURSE16,Final Exam,66.0,2020-03-02 00:00:00
463,1403,COURSE33,Final Exam,75.0,2023-06-14 00:00:00
464,1387,COURSE18,Final Exam,69.0,2021-06-04 00:00:00
465,1344,COURSE2,Final Exam,73.0,2023-11-20 00:00:00
466,1124,COURSE5,Final Exam,66.0,2022-04-02 00:00:00
467,1254,COURSE8,Final Exam,72.0,2021-09-12 00:00:00
468,1040,COURSE6,Midterm,60.0,2023-02-10 00:00:00
469,1402,COURSE35,Quiz,81.0,2020-06-01 00:00:00
470,1073,COURSE9,Final Exam,75.0,2023-03-07 00:00:00
471,1030,COURSE28,Quiz,63.0,2020-02-06 00:00:00
472,1191,COURSE40,Midterm,82.0,2023-07-27 00:00:00
473,1338,COURSE9,Midterm,77.0,2020-04-02 00:00:00
474,1288,COURSE18,Midterm,70.0,2020-02-19 00:00:00
475,1002,COURSE47,Assignment,94.0,2021-09-28 00:00:00
476,1206,COURSE35,Final Exam,65.0,2023-08-11 00:00:00
477,1144,COURSE41,Quiz,92.0,2022-12-10 00:00:00
478,1162,COURSE27,Quiz,72.0,2024-11-01 00:00:00
479,1206,COURSE20,Midterm,100.0,2023-09-28 00:00:00
480,1296,COURSE44,Final Exam,65.0,2020-11-08 00:00:00
481,1098,COURSE37,Final Exam,89.0,2021-02-20 00:00:00
482,1326,COURSE10,Quiz,60.0,2022-05-25 00:00:00
483,1370,COURSE37,Final Exam,76.0,2023-04-03 00:00:00
484,1331,COURSE20,Final Exam,83.0,2022-04-09 00:00:00
485,1232,COURSE12,Final Exam,84.0,2021-01-25 00:00:00
486,1277,COURSE11,Quiz,71.0,2021-12-17 00:00:00
487,1056,COURSE31,Assignment,64.0,2021-01-28 00:00:00
488,1194,COURSE11,Final Exam,76.0,2020-02-29 00:00:00
489,1484,COURSE46,Assignment,64.0,2024-07-09 00:00:00
490,1154,COURSE44,Assignment,83.0,2022-07-01 00:00:00
491,1009,COURSE35,Quiz,64.0,2021-09-15 00:00:00
492,1267,COURSE9,Quiz,80.0,2022-12-06 00:00:00
493,1287,COURSE2,Midterm,66.0,2022-03-22 00:00:00
494,1353,COURSE19,Assignment,67.0,2021-07-27 00:00:00
495,1143,COURSE35,Assignment,95.0,2021-10-16 00:00:00
496,1362,COURSE37,Midterm,67.0,2024-08-19 00:00:00
497,1135,COURSE35,Assignment,95.0,2023-06-13 00:00:00
498,1202,COURSE35,Assignment,79.0,2021-02-15 00:00:00
499,1260,COURSE49,Assignment,85.0,2021-05-05 00:00:00
500,1425,COURSE10,Final Exam,63.0,2022-01-04 00:00:00
501,1164,COURSE27,Final Exam,93.0,2023-11-08 00:00:00
502,1469,COURSE10,Quiz,81.0,2024-06-18 00:00:00
503,1324,COURSE2,Midterm,87.0,2022-07-04 00:00:00
504,1476,COURSE26,Quiz,71.0,2023-02-08 00:00:00
505,1399,COURSE27,Quiz,94.0,2024-11-23 00:00:00
506,1147,COURSE32,Midterm,78.0,2024-11-03 00:00:00
507,1094,COURSE2,Quiz,68.0,2024-01-14 00:00:00
508,1251,COURSE2,Quiz,77.0,2020-11-15 00:00:00
509,1481,COURSE15,Assignment,99.0,2022-08-19 00:00:00
510,1367,COURSE47,Quiz,72.0,2022-05-26 00:00:00
511,1367,COURSE20,Assignment,90.0,2020-11-14 00:00:00
512,1196,COURSE36,Quiz,90.0,2021-10-08 00:00:00
513,1253,COURSE40,Quiz,82.0,2021-10-02 00:00:00
514,1264,COURSE22,Assignment,75.0,2022-06-02 00:00:00
515,1094,COURSE40,Midterm,78.0,2024-01-16 00:00:00
516,1174,COURSE17,Final Exam,63.0,2021-12-02 00:00:00
517,1036,COURSE6,Final Exam,87.0,2021-11-03 00:00:00
518,1054,COURSE1,Assignment,63.0,2021-11-15 00:00:00
519,1140,COURSE19,Midterm,90.0,2024-08-20 00:00:00
520,1119,COURSE20,Final Exam,87.0,2022-01-16 00:00:00
521,1111,COURSE1,Quiz,86.0,2024-08-14 00:00:00
522,1338,COURSE33,Midterm,95.0,2024-05-07 00:00:00
523,1321,COURSE16,Midterm,66.0,2024-08-25 00:00:00
524,1496,COURSE49,Quiz,61.0,2022-10-19 00:00:00
525,1002,COURSE44,Assignment,98.0,2022-02-09 00:00:00
526,1299,COURSE43,Assignment,97.0,2021-10-07 00:00:00
527,1337,COURSE45,Quiz,94.0,2024-05-23 00:00:00
528,1040,COURSE1,Final Exam,61.0,2024-06-06 00:00:00
529,1408,COURSE3,Assignment,83.0,2020-11-26 00:00:00
530,1443,COURSE16,Assignment,98.0,2020-07-15 00:00:00
531,1272,COURSE38,Midterm,69.0,2023-07-04 00:00:00
532,1193,COURSE13,Final Exam,60.0,2023-06-06 00:00:00
533,1287,COURSE7,Assignment,98.0,2021-07-06 00:00:00
534,1109,COURSE26,Midterm,97.0,2024-09-16 00:00:00
535,1374,COURSE13,Midterm,86.0,2023-06-20 00:00:00
536,1190,COURSE39,Quiz,92.0,2022-10-15 00:00:00
537,1042,COURSE33,Final Exam,87.0,2022-03-25 00:00:00
538,1301,COURSE34,Final Exam,65.0,2022-11-09 00:00:00
539,1404,COURSE19,Quiz,96.0,2024-09-23 00:00:00
540,1220,COURSE28,Final Exam,63.0,2022-01-20 00:00:00
541,1061,COURSE43,Quiz,68.0,2023-12-15 00:00:00
542,1248,COURSE34,Midterm,92.0,2021-06-13 00:00:00
543,1246,COURSE25,Midterm,66.0,2022-08-23 00:00:00
544,1489,COURSE21,Midterm,65.0,2021-01-02 00:00:00
545,1166,COURSE50,Assignment,78.0,2023-06-03 00:00:00
546,1021,COURSE25,Midterm,72.0,2024-07-09 00:00:00
547,1375,COURSE49,Midterm,64.0,2024-09-21 00:00:00
548,1271,COURSE39,Assignment,73.0,2020-07-10 00:00:00
549,1438,COURSE6,Quiz,93.0,2020-06-01 00:00:00
550,1354,COURSE29,Quiz,62.0,2023-07-21 00:00:00
551,1128,COURSE22,Final Exam,98.0,2024-01-04 00:00:00
552,1185,COURSE31,Assignment,70.0,2024-03-23 00:00:00
553,1321,COURSE2,Quiz,80.0,2022-12-10 00:00:00
554,1269,COURSE30,Midterm,93.0,2024-06-08 00:00:00
555,1169,COURSE34,Midterm,79.0,2023-11-02 00:00:00
556,1015,COURSE19,Final Exam,86.0,2021-05-27 00:00:00
557,1273,COURSE21,Midterm,75.0,2020-07-27 00:00:00
558,1376,COURSE47,Midterm,92.0,2024-05-02 00:00:00
559,1138,COURSE28,Assignment,70.0,2023-08-14 00:00:00
560,1183,COURSE27,Midterm,80.0,2023-11-12 00:00:00
561,1192,COURSE44,Quiz,62.0,2024-03-24 00:00:00
562,1295,COURSE42,Final Exam,100.0,2020-10-26 00:00:00
563,1025,COURSE36,Midterm,95.0,2021-12-13 00:00:00
564,1212,COURSE6,Midterm,75.0,2022-09-15 00:00:00
565,1425,COURSE8,Quiz,100.0,2023-09-09 00:00:00
566,1286,COURSE37,Assignment,76.0,2024-02-24 00:00:00
567,1102,COURSE41,Midterm,65.0,2024-04-08 00:00:00
568,1149,COURSE13,Quiz,89.0,2024-03-24 00:00:00
569,1170,COURSE35,Final Exam,79.0,2022-10-29 00:00:00
570,1027,COURSE49,Midterm,69.0,2023-07-04 00:00:00
571,1368,COURSE48,Quiz,78.0,2022-01-19 00:00:00
572,1272,COURSE23,Midterm,86.0,2024-06-28 00:00:00
573,1284,COURSE42,Midterm,77.0,2022-05-30 00:00:00
574,1241,COURSE33,Final Exam,87.0,2020-03-15 00:00:00
575,1358,COURSE49,Quiz,64.0,2020-11-13 00:00:00
576,1045,COURSE41,Final Exam,76.0,2022-01-20 00:00:00
577,1403,COURSE40,Assignment,63.0,2022-06-01 00:00:00
578,1377,COURSE27,Quiz,91.0,2023-07-08 00:00:00
579,1466,COURSE41,Assignment,81.0,2020-03-25 00:00:00
580,1320,COURSE10,Midterm,78.0,2021-02-27 00:00:00
581,1296,COURSE21,Quiz,63.0,2023-04-24 00:00:00
582,1162,COURSE14,Midterm,81.0,2022-02-26 00:00:00
583,1068,COURSE12,Midterm,80.0,2023-04-26 00:00:00
584,1063,COURSE18,Midterm,74.0,2024-01-25 00:00:00
585,1281,COURSE42,Midterm,61.0,2024-10-18 00:00:00
586,1123,COURSE43,Quiz,60.0,2021-03-29 00:00:00
587,1340,COURSE4,Final Exam,81.0,2020-06-21 00:00:00
588,1343,COURSE12,Assignment,95.0,2021-05-21 00:00:00
589,1207,COURSE50,Final Exam,79.0,2023-03-01 00:00:00
590,1178,COURSE49,Final Exam,82.0,2021-04-24 00:00:00
591,1440,COURSE27,Quiz,77.0,2022-09-16 00:00:00
592,1143,COURSE18,Quiz,79.0,2023-04-25 00:00:00
593,1134,COURSE26,Assignment,85.0,2022-04-14 00:00:00
594,1414,COURSE27,Quiz,86.0,2023-03-27 00:00:00
595,1346,COURSE43,Midterm,63.0,2024-12-25 00:00:00
596,1102,COURSE18,Quiz,81.0,2024-07-18 00:00:00
597,1241,COURSE17,Assignment,68.0,2023-07-19 00:00:00
598,1431,COURSE1,Quiz,82.0,2020-08-10 00:00:00
599,1063,COURSE38,Quiz,68.0,2024-11-23 00:00:00
600,1195,COURSE37,Assignment,91.0,2021-07-03 00:00:00
601,1257,COURSE35,Assignment,90.0,2021-01-14 00:00:00
602,1102,COURSE6,Quiz,100.0,2020-04-25 00:00:00
603,1409,COURSE47,Final Exam,69.0,2023-08-12 00:00:00
604,1189,COURSE3,Assignment,80.0,2021-03-24 00:00:00
605,1086,COURSE41,Assignment,64.0,2021-08-31 00:00:00
606,1111,COURSE23,Quiz,86.0,2021-04-15 00:00:00
607,1298,COURSE42,Midterm,76.0,2020-11-14 00:00:00
608,1248,COURSE2,Final Exam,91.0,2021-01-02 00:00:00
609,1290,COURSE6,Final Exam,71.0,2024-03-22 00:00:00
610,1397,COURSE47,Midterm,83.0,2021-11-21 00:00:00
611,1006,COURSE50,Midterm,96.0,2020-04-05 00:00:00
612,1285,COURSE18,Final Exam,69.0,2023-02-02 00:00:00
613,1413,COURSE26,Midterm,79.0,2021-09-24 00:00:00
614,1297,COURSE5,Assignment,100.0,2023-06-29 00:00:00
615,1365,COURSE43,Midterm,71.0,2021-04-09 00:00:00
616,1216,COURSE10,Final Exam,65.0,2023-01-03 00:00:00
617,1224,COURSE1,Midterm,80.0,2021-04-11 00:00:00
618,1491,COURSE42,Assignment,94.0,2020-05-15 00:00:00
619,1352,COURSE35,Assignment,74.0,2023-10-17 00:00:00
620,1356,COURSE20,Assignment,65.0,2022-11-21 00:00:00
621,1336,COURSE5,Assignment,98.0,2023-03-01 00:00:00
622,1294,COURSE28,Midterm,68.0,2021-11-15 00:00:00
623,1376,COURSE35,Assignment,84.0,2024-04-07 00:00:00
624,1289,COURSE39,Final Exam,96.0,2024-11-24 00:00:00
625,1396,COURSE3,Assignment,73.0,2020-02-17 00:00:00
626,1486,COURSE23,Assignment,70.0,2021-03-25 00:00:00
627,1175,COURSE26,Assignment,65.0,2021-09-26 00:00:00
628,1488,COURSE6,Assignment,78.0,2022-09-15 00:00:00
629,1156,COURSE11,Midterm,94.0,2024-09-13 00:00:00
630,1216,COURSE50,Midterm,89.0,2023-01-09 00:00:00
631,1491,COURSE19,Quiz,100.0,2024-06-20 00:00:00
632,1143,COURSE5,Midterm,84.0,2024-03-08 00:00:00
633,1185,COURSE4,Quiz,82.0,2024-10-01 00:00:00
634,1094,COURSE44,Midterm,67.0,2022-05-27 00:00:00
635,1151,COURSE47,Quiz,79.0,2024-02-10 00:00:00
636,1358,COURSE7,Assignment,78.0,2020-10-10 00:00:00
637,1068,COURSE4,Quiz,75.0,2020-03-27 00:00:00
638,1194,COURSE48,Assignment,92.0,2021-10-06 00:00:00
639,1231,COURSE22,Assignment,74.0,2022-09-07 00:00:00
640,1340,COURSE7,Quiz,63.0,2024-08-18 00:00:00
641,1382,COURSE28,Assignment,74.0,2020-04-09 00:00:00
642,1160,COURSE11,Final Exam,73.0,2020-05-21 00:00:00
643,1461,COURSE8,Final Exam,62.0,2020-06-10 00:00:00
644,1416,COURSE2,Midterm,63.0,2021-09-15 00:00:00
645,1212,COURSE31,Assignment,87.0,2024-12-02 00:00:00
646,1435,COURSE33,Midterm,89.0,2020-02-13 00:00:00
647,1229,COURSE9,Assignment,68.0,2024-08-18 00:00:00
648,1450,COURSE12,Assignment,83.0,2024-11-14 00:00:00
649,1313,COURSE17,Final Exam,64.0,2020-01-04 00:00:00
650,1101,COURSE4,Quiz,96.0,2024-11-16 00:00:00
651,1107,COURSE27,Midterm,97.0,2022-09-09 00:00:00
652,1275,COURSE31,Final Exam,66.0,2024-10-01 00:00:00
653,1111,COURSE47,Final Exam,79.0,2024-12-02 00:00:00
654,1494,COURSE49,Final Exam,79.0,2023-03-25 00:00:00
655,1475,COURSE25,Final Exam,71.0,2020-02-20 00:00:00
656,1479,COURSE22,Assignment,66.0,2022-10-12 00:00:00
657,1242,COURSE45,Midterm,81.0,2023-08-11 00:00:00
658,1188,COURSE17,Quiz,79.0,2020-04-09 00:00:00
659,1084,COURSE45,Quiz,88.0,2024-08-20 00:00:00
660,1494,COURSE21,Final Exam,89.0,2021-09-12 00:00:00
661,1289,COURSE32,Midterm,95.0,2020-05-02 00:00:00
662,1188,COURSE14,Midterm,99.0,2022-01-23 00:00:00
663,1134,COURSE10,Quiz,67.0,2020-08-23 00:00:00
664,1196,COURSE4,Final Exam,73.0,2023-01-07 00:00:00
665,1153,COURSE41,Final Exam,79.0,2023-06-06 00:00:00
666,1461,COURSE20,Assignment,91.0,2020-09-09 00:00:00
667,1125,COURSE13,Midterm,98.0,2021-09-13 00:00:00
668,1064,COURSE6,Midterm,78.0,2020-02-27 00:00:00
669,1367,COURSE20,Assignment,69.0,2024-07-03 00:00:00
670,1308,COURSE24,Assignment,64.0,2022-09-09 00:00:00
671,1154,COURSE49,Final Exam,87.0,2022-01-20 00:00:00
672,1461,COURSE46,Quiz,68.0,2024-07-29 00:00:00
673,1241,COURSE26,Final Exam,68.0,2024-10-17 00:00:00
674,1142,COURSE41,Quiz,76.0,2022-09-14 00:00:00
675,1300,COURSE25,Quiz,96.0,2021-10-01 00:00:00
676,1377,COURSE21,Quiz,80.0,2024-08-13 00:00:00
677,1341,COURSE50,Midterm,85.0,2023-12-17 00:00:00
678,1478,COURSE33,Assignment,91.0,2020-03-17 00:00:00
679,1186,COURSE7,Assignment,73.0,2023-02-14 00:00:00
680,1052,COURSE48,Final Exam,63.0,2020-12-16 00:00:00
681,1277,COURSE21,Midterm,82.0,2024-03-16 00:00:00
682,1376,COURSE13,Assignment,64.0,2022-02-26 00:00:00
683,1050,COURSE37,Quiz,98.0,2020-07-17 00:00:00
684,1092,COURSE7,Quiz,72.0,2023-06-29 00:00:00
685,1364,COURSE26,Midterm,77.0,2022-12-17 00:00:00
686,1129,COURSE27,Assignment,94.0,2023-09-18 00:00:00
687,1134,COURSE8,Final Exam,91.0,2023-03-20 00:00:00
688,1180,COURSE30,Assignment,100.0,2023-05-22 00:00:00
689,1348,COURSE19,Midterm,70.0,2024-09-14 00:00:00
690,1277,COURSE28,Assignment,79.0,2024-01-10 00:00:00
691,1121,COURSE13,Final Exam,83.0,2021-09-26 00:00:00
692,1295,COURSE12,Final Exam,100.0,2022-11-04 00:00:00
693,1195,COURSE22,Assignment,75.0,2023-05-07 00:00:00
694,1304,COURSE14,Quiz,83.0,2020-08-11 00:00:00
695,1478,COURSE29,Midterm,99.0,2020-07-15 00:00:00
696,1294,COURSE5,Assignment,92.0,2021-06-20 00:00:00
697,1044,COURSE45,Midterm,88.0,2024-09-02 00:00:00
698,1065,COURSE20,Midterm,92.0,2023-02-13 00:00:00
699,1405,COURSE1,Midterm,92.0,2023-12-23 00:00:00
700,1233,COURSE13,Midterm,77.0,2022-03-16 00:00:00
701,1015,COURSE33,Quiz,92.0,2022-10-08 00:00:00
702,1054,COURSE21,Midterm,74.0,2024-01-04 00:00:00
703,1448,COURSE43,Midterm,65.0,2023-07-29 00:00:00
704,1038,COURSE5,Assignment,80.0,2024-01-01 00:00:00
705,1245,COURSE2,Midterm,65.0,2020-01-31 00:00:00
706,1400,COURSE24,Quiz,78.0,2021-07-15 00:00:00
707,1109,COURSE49,Midterm,81.0,2023-05-12 00:00:00
708,1412,COURSE42,Midterm,88.0,2020-03-23 00:00:00
709,1325,COURSE24,Quiz,100.0,2024-12-02 00:00:00
710,1277,COURSE36,Final Exam,68.0,2024-03-12 00:00:00
711,1465,COURSE5,Midterm,77.0,2020-01-17 00:00:00
712,1203,COURSE1,Quiz,100.0,2022-08-03 00:00:00
713,1141,COURSE17,Midterm,68.0,2020-06-15 00:00:00
714,1450,COURSE47,Quiz,69.0,2023-04-09 00:00:00
715,1163,COURSE10,Assignment,87.0,2023-03-18 00:00:00
716,1162,COURSE33,Assignment,84.0,2020-02-13 00:00:00
717,1495,COURSE13,Final Exam,79.0,2020-02-27 00:00:00
718,1246,COURSE18,Midterm,78.0,2020-02-23 00:00:00
719,1404,COURSE20,Assignment,97.0,2021-11-19 00:00:00
720,1153,COURSE12,Final Exam,93.0,2020-06-18 00:00:00
721,1307,COURSE36,Assignment,69.0,2024-07-07 00:00:00
722,1042,COURSE20,Midterm,75.0,2024-07-25 00:00:00
723,1444,COURSE19,Assignment,64.0,2020-12-31 00:00:00
724,1274,COURSE21,Final Exam,69.0,2020-09-04 00:00:00
725,1055,COURSE4,Assignment,62.0,2023-11-14 00:00:00
726,1027,COURSE15,Assignment,87.0,2024-06-14 00:00:00
727,1012,COURSE22,Final Exam,95.0,2022-04-17 00:00:00
728,1446,COURSE16,Final Exam,67.0,2023-02-15 00:00:00
729,1159,COURSE25,Final Exam,69.0,2021-11-22 00:00:00
730,1055,COURSE33,Midterm,71.0,2023-05-18 00:00:00
731,1268,COURSE25,Midterm,83.0,2022-03-13 00:00:00
732,1035,COURSE20,Final Exam,74.0,2024-11-05 00:00:00
733,1239,COURSE50,Final Exam,74.0,2021-10-26 00:00:00
734,1112,COURSE40,Final Exam,61.0,2023-07-02 00:00:00
735,1465,COURSE39,Final Exam,77.0,2024-06-05 00:00:00
736,1113,COURSE35,Final Exam,77.0,2021-05-09 00:00:00
737,1194,COURSE28,Quiz,65.0,2024-11-27 00:00:00
738,1258,COURSE33,Final Exam,62.0,2024-01-20 00:00:00
739,1472,COURSE20,Final Exam,87.0,2021-08-01 00:00:00
740,1042,COURSE20,Quiz,68.0,2023-12-07 00:00:00
741,1352,COURSE19,Final Exam,63.0,2023-06-16 00:00:00
742,1117,COURSE26,Final Exam,97.0,2023-01-26 00:00:00
743,1033,COURSE35,Final Exam,64.0,2023-11-06 00:00:00
744,1009,COURSE14,Final Exam,87.0,2024-03-14 00:00:00
745,1467,COURSE11,Quiz,64.0,2021-01-18 00:00:00
746,1100,COURSE13,Quiz,66.0,2020-01-31 00:00:00
747,1134,COURSE16,Assignment,67.0,2023-05-05 00:00:00
748,1080,COURSE24,Assignment,73.0,2024-04-28 00:00:00
749,1090,COURSE1,Assignment,93.0,2021-04-20 00:00:00
750,1412,COURSE30,Final Exam,68.0,2023-11-29 00:00:00
751,1393,COURSE13,Assignment,78.0,2024-08-25 00:00:00
752,1452,COURSE42,Midterm,100.0,2024-04-04 00:00:00
753,1455,COURSE3,Quiz,67.0,2024-06-16 00:00:00
754,1476,COURSE18,Assignment,89.0,2020-01-26 00:00:00
755,1198,COURSE23,Midterm,75.0,2024-05-23 00:00:00
756,1253,COURSE25,Quiz,61.0,2024-12-24 00:00:00
757,1146,COURSE5,Assignment,73.0,2020-09-14 00:00:00
758,1137,COURSE25,Quiz,75.0,2022-06-19 00:00:00
759,1305,COURSE12,Quiz,87.0,2023-04-24 00:00:00
760,1053,COURSE1,Assignment,80.0,2022-12-23 00:00:00
761,1448,COURSE24,Assignment,71.0,2022-11-15 00:00:00
762,1286,COURSE27,Quiz,72.0,2022-08-25 00:00:00
763,1497,COURSE26,Final Exam,71.0,2022-11-02 00:00:00
764,1029,COURSE3,Quiz,71.0,2020-07-13 00:00:00
765,1428,COURSE13,Final Exam,79.0,2024-08-04 00:00:00
766,1301,COURSE27,Midterm,64.0,2022-03-21 00:00:00
767,1150,COURSE16,Quiz,64.0,2022-07-06 00:00:00
768,1189,COURSE11,Midterm,74.0,2024-09-21 00:00:00
769,1057,COURSE8,Midterm,81.0,2024-10-20 00:00:00
770,1194,COURSE33,Quiz,72.0,2021-09-26 00:00:00
771,1497,COURSE24,Midterm,74.0,2020-07-17 00:00:00
772,1456,COURSE22,Assignment,87.0,2022-10-07 00:00:00
773,1125,COURSE38,Assignment,90.0,2023-10-31 00:00:00
774,1060,COURSE35,Final Exam,83.0,2023-11-26 00:00:00
775,1042,COURSE3,Quiz,94.0,2020-06-01 00:00:00
776,1121,COURSE12,Quiz,80.0,2022-09-30 00:00:00
777,1148,COURSE4,Assignment,62.0,2024-09-14 00:00:00
778,1331,COURSE26,Midterm,81.0,2020-03-26 00:00:00
779,1043,COURSE45,Quiz,99.0,2020-07-14 00:00:00
780,1037,COURSE5,Quiz,95.0,2020-02-27 00:00:00
781,1462,COURSE16,Midterm,64.0,2022-07-11 00:00:00
782,1249,COURSE8,Assignment,74.0,2024-01-12 00:00:00
783,1144,COURSE27,Midterm,98.0,2021-08-06 00:00:00
784,1172,COURSE2,Quiz,91.0,2022-02-22 00:00:00
785,1196,COURSE5,Assignment,75.0,2020-12-05 00:00:00
786,1206,COURSE44,Quiz,79.0,2021-03-14 00:00:00
787,1389,COURSE1,Final Exam,86.0,2023-01-30 00:00:00
788,1083,COURSE28,Midterm,87.0,2020-02-21 00:00:00
789,1171,COURSE42,Midterm,67.0,2021-07-17 00:00:00
790,1291,COURSE19,Midterm,80.0,2023-06-02 00:00:00
791,1225,COURSE22,Assignment,92.0,2023-01-10 00:00:00
792,1409,COURSE30,Midterm,67.0,2024-06-01 00:00:00
793,1493,COURSE22,Assignment,98.0,2021-02-25 00:00:00
794,1043,COURSE47,Quiz,68.0,2024-04-15 00:00:00
795,1174,COURSE2,Assignment,81.0,2020-07-31 00:00:00
796,1307,COURSE40,Midterm,88.0,2020-02-11 00:00:00
797,1030,COURSE15,Assignment,99.0,2020-02-05 00:00:00
798,1376,COURSE32,Midterm,80.0,2023-03-08 00:00:00
799,1023,COURSE4,Final Exam,72.0,2022-02-23 00:00:00
800,1257,COURSE12,Quiz,61.0,2023-01-01 00:00:00
801,1211,COURSE33,Midterm,83.0,2022-05-31 00:00:00
802,1403,COURSE20,Assignment,87.0,2021-07-16 00:00:00
803,1246,COURSE20,Assignment,71.0,2024-01-11 00:00:00
804,1334,COURSE35,Quiz,66.0,2022-12-17 00:00:00
805,1436,COURSE39,Midterm,64.0,2024-02-20 00:00:00
806,1021,COURSE41,Midterm,84.0,2021-12-13 00:00:00
807,1049,COURSE26,Assignment,88.0,2022-02-13 00:00:00
808,1403,COURSE47,Midterm,82.0,2021-10-15 00:00:00
809,1101,COURSE22,Assignment,96.0,2023-05-14 00:00:00
810,1148,COURSE43,Final Exam,77.0,2021-08-17 00:00:00
811,1327,COURSE50,Assignment,60.0,2022-09-19 00:00:00
812,1395,COURSE9,Final Exam,84.0,2024-01-13 00:00:00
813,1205,COURSE18,Assignment,77.0,2023-04-04 00:00:00
814,1316,COURSE32,Final Exam,68.0,2020-11-10 00:00:00
815,1342,COURSE41,Midterm,76.0,2020-09-17 00:00:00
816,1449,COURSE1,Quiz,63.0,2020-11-06 00:00:00
817,1239,COURSE23,Quiz,66.0,2022-04-04 00:00:00
818,1278,COURSE5,Midterm,73.0,2020-01-15 00:00:00
819,1048,COURSE29,Midterm,94.0,2020-11-15 00:00:00
820,1167,COURSE38,Quiz,85.0,2024-10-12 00:00:00
821,1037,COURSE3,Midterm,90.0,2020-05-18 00:00:00
822,1321,COURSE40,Quiz,66.0,2022-05-15 00:00:00
823,1307,COURSE23,Final Exam,62.0,2020-11-18 00:00:00
824,1044,COURSE33,Assignment,84.0,2024-08-25 00:00:00
825,1128,COURSE31,Final Exam,75.0,2021-09-29 00:00:00
826,1164,COURSE32,Midterm,89.0,2022-10-28 00:00:00
827,1400,COURSE22,Quiz,84.0,2023-11-16 00:00:00
828,1057,COURSE5,Midterm,86.0,2024-09-14 00:00:00
829,1438,COURSE49,Quiz,71.0,2024-12-15 00:00:00
830,1013,COURSE15,Final Exam,74.0,2024-01-21 00:00:00
831,1154,COURSE4,Midterm,84.0,2022-02-06 00:00:00
832,1307,COURSE10,Final Exam,85.0,2023-08-07 00:00:00
833,1129,COURSE4,Final Exam,65.0,2023-09-20 00:00:00
834,1451,COURSE50,Quiz,100.0,2024-03-29 00:00:00
835,1449,COURSE30,Assignment,75.0,2023-07-28 00:00:00
836,1377,COURSE21,Final Exam,92.0,2024-08-01 00:00:00
837,1351,COURSE37,Final Exam,95.0,2021-09-10 00:00:00
838,1015,COURSE36,Final Exam,62.0,2020-05-24 00:00:00
839,1375,COURSE23,Assignment,96.0,2022-06-23 00:00:00
